Title,推噓數,Author,Url,Date
Re: [心得] 20年投資0050正二,39,galeolow,https://www.ptt.cc/bbs/Stock/M.1766211153.A.24A.html,12/20
Re: [新聞] 「黃仁勳把輝達帶進死胡同！」謝金河警告,24,madeinheaven,https://www.ptt.cc/bbs/Stock/M.1766216318.A.5BB.html,12/20
[請益] 有沒有這3個領域的ETF？,18,x111222333,https://www.ptt.cc/bbs/Stock/M.1766219651.A.8BE.html,12/20
[請益] 主動、主題、高股息、槓桿，哪個能長期,10,Xration,https://www.ptt.cc/bbs/Stock/M.1766224888.A.A4C.html,12/20
[新聞] 台南科技大廠房火災 濃煙竄天警消急救援,99,F20V,https://www.ptt.cc/bbs/Stock/M.1766227350.A.AAB.html,12/20
[情報] 基金也可以質借了,40,s1450346,https://www.ptt.cc/bbs/Stock/M.1766228791.A.77F.html,12/20
[新聞] 央行：經濟5大風險 AI泡沫化居首,40,hvariables,https://www.ptt.cc/bbs/Stock/M.1766239167.A.B58.html,12/20
[新聞] 甩鍋式滅口？員工與市監局官員互毆 拼多,31,Su22,https://www.ptt.cc/bbs/Stock/M.1766240269.A.6A7.html,12/20
Re: [情報] 基金也可以質借了,12,ttyui,https://www.ptt.cc/bbs/Stock/M.1766243516.A.888.html,12/20
[心得] 槓桿只是加速作對獲利以及作錯虧損的速度,8,ilanese,https://www.ptt.cc/bbs/Stock/M.1766243936.A.4C5.html,12/20
Re: [心得] 20年投資0050正二,99,AEae2014,https://www.ptt.cc/bbs/Stock/M.1766245885.A.B69.html,12/20
[新聞] 日版星際之門 日將建最大資料中心園區,37,obrag,https://www.ptt.cc/bbs/Stock/M.1766247398.A.828.html,12/21
[請益] 跟中國機器人相比tesla的優勢是？,41,dennis50253,https://www.ptt.cc/bbs/Stock/M.1766283879.A.200.html,12/21
[新聞] 大法官不挺！　關稅案將宣判「川普敗訴,爆,qazxc1156892,https://www.ptt.cc/bbs/Stock/M.1766284141.A.947.html,12/21
Re: [請益] 跟中國機器人相比tesla的優勢是？,30,Powertalk1,https://www.ptt.cc/bbs/Stock/M.1766288676.A.875.html,12/21
Re: [心得] 槓桿只是加速作對獲利以及作錯虧損的速度,6,ilanese,https://www.ptt.cc/bbs/Stock/M.1766291546.A.B71.html,12/21
[新聞] 軍工股王發威！國防預算1.25兆大利多　漢翔法說,24,brbear,https://www.ptt.cc/bbs/Stock/M.1766291601.A.4AC.html,12/21
Re: [請益] 跟中國機器人相比tesla的優勢是？,23,H2,https://www.ptt.cc/bbs/Stock/M.1766298289.A.2AC.html,12/21
[情報] 114年12月19日信用交易統計,32,OpenBook5566,https://www.ptt.cc/bbs/Stock/M.1766152361.A.E8F.html,12/19
[新聞] 甲骨文入主TikTok美國業務 周五股價漲近6,8,yipi1357,https://www.ptt.cc/bbs/Stock/M.1766157102.A.340.html,12/19
Re: [心得] 20年投資0050正二,9,junior020486,https://www.ptt.cc/bbs/Stock/M.1766157165.A.995.html,12/19
[新聞] 川普不排除對委內瑞拉開戰 美國原油小漲,12,qazxc1156892,https://www.ptt.cc/bbs/Stock/M.1766157451.A.A5D.html,12/19
"[新聞] 台積目標價 大摩喊1,888元 看好晶圓代工",24,junior020486,https://www.ptt.cc/bbs/Stock/M.1766158820.A.FAC.html,12/19
[新聞] 三六零集團前高管舉報財務造假 周鴻禕否,4,Su22,https://www.ptt.cc/bbs/Stock/M.1766159291.A.448.html,12/19
[情報] LEU/UUUU 重返榮耀,爆,mrp,https://www.ptt.cc/bbs/Stock/M.1766159819.A.0D3.html,12/19
[請益] 這是什麼操作？,17,Pro7793,https://www.ptt.cc/bbs/Stock/M.1766162319.A.9EF.html,12/20
Re: [新聞] 鴻華先進斥資7.8億元　收購納智捷品牌全,5,H2,https://www.ptt.cc/bbs/Stock/M.1766173146.A.465.html,12/20
[新聞] 習近平「芯」碎了！美智庫爆輝達晶片性能,62,ttucse,https://www.ptt.cc/bbs/Stock/M.1766173246.A.87F.html,12/20
Re: [情報] LEU/UUUU 重返榮耀,17,Heisenberg23,https://www.ptt.cc/bbs/Stock/M.1766173826.A.943.html,12/20
[新聞] 「黃仁勳把輝達帶進死胡同！」謝金河警告,爆,ttucse,https://www.ptt.cc/bbs/Stock/M.1766174107.A.559.html,12/20
[標的] 現在持股水位太低有什麼建議的投資法？,99,foxconn1080,https://www.ptt.cc/bbs/Stock/M.1766194250.A.455.html,12/20
Re: [標的] 台指期 多,89,starahsu,https://www.ptt.cc/bbs/Stock/M.1766196628.A.257.html,12/20
[新聞] MUSK上訴成功 恢復2018年特斯拉薪酬協議,15,TyuzuChou,https://www.ptt.cc/bbs/Stock/M.1766201359.A.233.html,12/20
Re: [心得] 20年投資0050正二,9,phonelin,https://www.ptt.cc/bbs/Stock/M.1766202221.A.3B2.html,12/20
[新聞] 王品：每年要賺1.5個股本 董座尾牙喊話,37,brbear,https://www.ptt.cc/bbs/Stock/M.1766202881.A.DEA.html,12/20
Re: [新聞] 「黃仁勳把輝達帶進死胡同！」謝金河警告,45,waitrop,https://www.ptt.cc/bbs/Stock/M.1766205111.A.21D.html,12/20
[心得] AI陣營在D＆D概念下的分類,0,sde7w9xzo,https://www.ptt.cc/bbs/Stock/M.1766205218.A.491.html,12/20
Re: [心得] 20年投資0050正二,14,onekoni,https://www.ptt.cc/bbs/Stock/M.1766206855.A.93E.html,12/20
[請益] 日本升息確定是否利空消失可以做多,64,ckshman,https://www.ptt.cc/bbs/Stock/M.1766116216.A.611.html,12/19
[請益] 技術分析的支撐、突破 看k棒引線？還實體,76,TCB006,https://www.ptt.cc/bbs/Stock/M.1766121704.A.FF3.html,12/19
[閒聊] 2025/12/19 盤後閒聊,39,laptic,https://www.ptt.cc/bbs/Stock/M.1766124003.A.B70.html,12/19
[心得] 畢業了,X2,pttisshit,https://www.ptt.cc/bbs/Stock/M.1766125150.A.71B.html,12/19
[情報] 1219 上市投信買賣超排行,37,saber50116,https://www.ptt.cc/bbs/Stock/M.1766127676.A.883.html,12/19
[情報] 114年12月19日 三大法人買賣金額統計表,98,coconing,https://www.ptt.cc/bbs/Stock/M.1766128114.A.73A.html,12/19
[新聞] 史努比換老闆！Sony 砸4.6億美元拿下漫畫,72,ChanHoPark,https://www.ptt.cc/bbs/Stock/M.1766129640.A.DE4.html,12/19
[情報] 3081 聯亞 達注意標準 11月自結 0.60,23,q1a1,https://www.ptt.cc/bbs/Stock/M.1766131382.A.8CE.html,12/19
[情報] 1219 上市外資買賣超排行,76,saber50116,https://www.ptt.cc/bbs/Stock/M.1766131974.A.AD4.html,12/19
[心得] 20年投資0050正二,88,W5249088,https://www.ptt.cc/bbs/Stock/M.1766133725.A.2BD.html,12/19
[情報] 1216統一 子公司將終止與法國家樂福 品牌,爆,DrowningPool,https://www.ptt.cc/bbs/Stock/M.1766135965.A.ED2.html,12/19
[情報] 2323 中環 買光聖，賣順達、新盛力(皆賺),17,q1a1,https://www.ptt.cc/bbs/Stock/M.1766137928.A.9B8.html,12/19
[新聞] 快訊／「鴻海正式收購納智捷」裕隆經營15,爆,DDDDRR,https://www.ptt.cc/bbs/Stock/M.1766139071.A.9DC.html,12/19
[新聞] 無人艇建造法人估台船可擁三成到五成訂,5,brbear,https://www.ptt.cc/bbs/Stock/M.1766139262.A.222.html,12/19
[標的] 00885富邦越南,28,Jimny5566,https://www.ptt.cc/bbs/Stock/M.1766139973.A.ADF.html,12/19
[新聞] 鴻華先進斥資7.8億元　收購納智捷品牌全,99,qazxc1156892,https://www.ptt.cc/bbs/Stock/M.1766141644.A.408.html,12/19
[新聞] 八方雲集明年台灣再開30店 美國擴至20家,68,burlroof,https://www.ptt.cc/bbs/Stock/M.1766142565.A.BFC.html,12/19
[情報] 1219 上市櫃外資投信買超金額排行,4,steveisaman,https://www.ptt.cc/bbs/Stock/M.1766150308.A.202.html,12/19
[情報] 1219 上市櫃股票週轉率排行,0,steveisaman,https://www.ptt.cc/bbs/Stock/M.1766151994.A.6FB.html,12/19
[請益] 股票上鍊算是1鎂買1股+1債嗎?,10,fliesa,https://www.ptt.cc/bbs/Stock/M.1766066919.A.746.html,12/18
[請益] 隔日沖可以提前交割嗎,41,icehorng,https://www.ptt.cc/bbs/Stock/M.1766068177.A.1BA.html,12/18
[情報] 114年12月18日信用交易統計,22,OpenBook5566,https://www.ptt.cc/bbs/Stock/M.1766068799.A.DCC.html,12/18
[新聞] 金融股12月嗨漲！中信金創天價直逼50元,33,humbler,https://www.ptt.cc/bbs/Stock/M.1766069629.A.2C6.html,12/18
[新聞] 膨報喜拉抬！道瓊漲逾400點 財報激勵美,24,humbler,https://www.ptt.cc/bbs/Stock/M.1766070621.A.1A6.html,12/18
[新聞] 美上周初領失業金降至22.4萬 扭轉前周激,3,qazxc1156892,https://www.ptt.cc/bbs/Stock/M.1766072020.A.426.html,12/18
[新聞] DRAM缺到像「聖誕老人」在發貨！鈺創盧超,25,tanted,https://www.ptt.cc/bbs/Stock/M.1766072457.A.AD8.html,12/18
[新聞] 不准唱衰中國房市！小紅書、抖音等遭北京,61,Su22,https://www.ptt.cc/bbs/Stock/M.1766072781.A.FCC.html,12/18
[情報] 1218 違約交割,1,leafff,https://www.ptt.cc/bbs/Stock/M.1766074172.A.F59.html,12/19
Re: [標的] 台指期 多,65,starahsu,https://www.ptt.cc/bbs/Stock/M.1766076874.A.87D.html,12/19
Re: [心得] 尋找正二的交易聖杯,0,superman7250,https://www.ptt.cc/bbs/Stock/M.1766084134.A.4C3.html,12/19
[新聞] 比葉問強！中鋼對抗中國產能過剩是「1打,47,brbear,https://www.ptt.cc/bbs/Stock/M.1766103000.A.923.html,12/19
[新聞] 快訊／美版TikTok正式出售！　交由「美,65,jeff0025,https://www.ptt.cc/bbs/Stock/M.1766103453.A.465.html,12/19
[閒聊] 2025/12/19 盤中閒聊,99,laptic,https://www.ptt.cc/bbs/Stock/M.1766104208.A.BFF.html,12/19
[新聞] 散戶先逃了？證券劃撥餘額減幅史上最大,58,rz2x,https://www.ptt.cc/bbs/Stock/M.1766106495.A.ABB.html,12/19
Re: [標的] 2211 長榮鋼 韭菜投信多,14,scotthsiung,https://www.ptt.cc/bbs/Stock/M.1766109935.A.27C.html,12/19
RE:[標的] 009814 富邦SP500 定期定額買,19,ooluua,https://www.ptt.cc/bbs/Stock/M.1766111953.A.8AF.html,12/19
[標的] 老AI如 2317 2382  3231,32,redbeansyrup,https://www.ptt.cc/bbs/Stock/M.1766114235.A.6BC.html,12/19
[新聞] 印度「偽AI股」連拉169根漲停　僅2名員,89,transfight,https://www.ptt.cc/bbs/Stock/M.1766114872.A.57B.html,12/19
Re: [請益] 隔日沖可以提前交割嗎,66,galeolow,https://www.ptt.cc/bbs/Stock/M.1766116091.A.5DF.html,12/19
[情報] 1218 上市外資買賣超排行,71,saber50116,https://www.ptt.cc/bbs/Stock/M.1766045438.A.533.html,12/18
[新聞] 士電：北美市場每年至少成長2成,11,KillerMusou,https://www.ptt.cc/bbs/Stock/M.1766046201.A.CF0.html,12/18
[心得] 尋找正二的交易聖杯,27,b7278622,https://www.ptt.cc/bbs/Stock/M.1766046312.A.193.html,12/18
[新聞] 大金主拒絕輸血 甲骨文AI敍事受挫 股價再,22,pmes9866,https://www.ptt.cc/bbs/Stock/M.1766046607.A.67B.html,12/18
Re: [心得] 2025處男賠錢賠155萬之老天爺不給我賺,22,chopinmozart,https://www.ptt.cc/bbs/Stock/M.1766046874.A.D82.html,12/18
[新聞] 「中國市場最壞情形已過去！」王品董座,66,burlroof,https://www.ptt.cc/bbs/Stock/M.1766047636.A.0C8.html,12/18
[新聞] 央行第4季理監事會議 房市管制維持不變,99,rz2x,https://www.ptt.cc/bbs/Stock/M.1766047636.A.B74.html,12/18
[新聞] 一年吞噬上百億現金，美國超商淪為最新「,23,doozia,https://www.ptt.cc/bbs/Stock/M.1766048544.A.07B.html,12/18
[情報] 6442 光聖 達注意標準 11月自結 2.96,32,q1a1,https://www.ptt.cc/bbs/Stock/M.1766051210.A.B32.html,12/18
[情報] 4768 晶呈科技 達注意標準 11月自結 0.22,3,q1a1,https://www.ptt.cc/bbs/Stock/M.1766051579.A.DD9.html,12/18
Re: [新聞] 央行第4季理監事會議 房市管制維持不變,14,boggae,https://www.ptt.cc/bbs/Stock/M.1766053335.A.063.html,12/18
[新聞] 快訊／和泰宣布「進軍日本賣HINO卡車」,28,turndown4wat,https://www.ptt.cc/bbs/Stock/M.1766053728.A.571.html,12/18
[新聞] 黃仁勳賺300億先跑了？輝達急墜熊市 「美AI股大崩潰」原因解,33,chekove,https://www.ptt.cc/bbs/Stock/M.1766053878.A.E77.html,12/18
[新聞] 答案揭曉！和泰車今日暫停股票交易 將砸,64,nisi0773,https://www.ptt.cc/bbs/Stock/M.1766053953.A.78F.html,12/18
[情報] 2323 中環 買緯創，賣群聯光電(賺),15,q1a1,https://www.ptt.cc/bbs/Stock/M.1766054001.A.4A1.html,12/18
[新聞] 銀行不動產貸款總量 央行鬆手由各銀行控管,40,DrowningPool,https://www.ptt.cc/bbs/Stock/M.1766059873.A.304.html,12/18
[情報] 1218 上市櫃外資投信買超金額排行,2,steveisaman,https://www.ptt.cc/bbs/Stock/M.1766064603.A.FC0.html,12/18
Re: [心得] 尋找正二的交易聖杯,17,fatb,https://www.ptt.cc/bbs/Stock/M.1766064658.A.745.html,12/18
[情報] 美國11月CPI,爆,AnneofGreen,https://www.ptt.cc/bbs/Stock/M.1766065072.A.556.html,12/18
[情報] 1218 上市櫃股票週轉率排行,1,steveisaman,https://www.ptt.cc/bbs/Stock/M.1766065162.A.0E4.html,12/18
[新聞] Robotaxi無監管、SpaceX明年上市，馬斯克,27,twoquarters,https://www.ptt.cc/bbs/Stock/M.1766026194.A.CDA.html,12/18
[標的] 009814 富邦SP500 定期定額買,23,mars78,https://www.ptt.cc/bbs/Stock/M.1766026411.A.E05.html,12/18
Re: [新聞] 美股早盤／三大指數漲跌互見 甲骨文再成A,7,redbeansyrup,https://www.ptt.cc/bbs/Stock/M.1766027527.A.535.html,12/18
[新聞] 日本央行預計將把利率上調至三十年來最高,59,DrowningPool,https://www.ptt.cc/bbs/Stock/M.1766027756.A.B7B.html,12/18
Re: [新聞] 美教授︰中破紀錄順差 曝2警訊,X1,KINMENKING,https://www.ptt.cc/bbs/Stock/M.1766028461.A.CDD.html,12/18
Re: [新聞] 日本央行預計將把利率上調至三十年來最高,21,gk1329,https://www.ptt.cc/bbs/Stock/M.1766029889.A.A11.html,12/18
[新聞] 美股長線價值明確 富邦標普500ETF（00981,21,ken75820,https://www.ptt.cc/bbs/Stock/M.1766031451.A.313.html,12/18
[新聞] 記憶體上下游皆旺 南亞科出關前暖身,29,IzumiKonata,https://www.ptt.cc/bbs/Stock/M.1766033301.A.81E.html,12/18
[新聞] AI明星股，已近腰斬！AI泡沫討論升級,20,icrose,https://www.ptt.cc/bbs/Stock/M.1766033575.A.6E4.html,12/18
Re: [心得] 2025處男賠錢賠155萬之老天爺不給我賺,5,freerun,https://www.ptt.cc/bbs/Stock/M.1766033820.A.EFA.html,12/18
[新聞] 槓金管會！學者反壽險匯率會計調整：體溫,6,ChanHoPark,https://www.ptt.cc/bbs/Stock/M.1766036345.A.BC2.html,12/18
Re: [心得] 2025處男賠錢賠155萬之老天爺不給我賺,32,LoveSports,https://www.ptt.cc/bbs/Stock/M.1766037339.A.7D9.html,12/18
[閒聊] 2025/12/18 盤後閒聊,37,laptic,https://www.ptt.cc/bbs/Stock/M.1766037798.A.6C4.html,12/18
[新聞] 投資清一色勸買0050 看膩酸「爛建議」：,爆,a281393,https://www.ptt.cc/bbs/Stock/M.1766037842.A.4E3.html,12/18
[新聞] 台積電赴美　國科會：N-2原則審查確保領,6,Kai877,https://www.ptt.cc/bbs/Stock/M.1766038521.A.CAC.html,12/18
Re: [心得] 2025處男賠錢賠155萬之老天爺不給我賺,5,sayesvv2,https://www.ptt.cc/bbs/Stock/M.1766039392.A.D40.html,12/18
[情報] 1218 上市投信買賣超排行,33,saber50116,https://www.ptt.cc/bbs/Stock/M.1766040996.A.CCA.html,12/18
[情報] 114年12月18日 三大法人買賣金額統計表,96,coconing,https://www.ptt.cc/bbs/Stock/M.1766041426.A.5FA.html,12/18
[新聞] 納智捷案有新進度？裕隆盤中強鎖漲停 鴻,8,brbear,https://www.ptt.cc/bbs/Stock/M.1766042395.A.70E.html,12/18
Re: [新聞] AMD盤前暴漲35%！證實Open AI拿1成股權,27,magicgreet,https://www.ptt.cc/bbs/Stock/M.1766045378.A.D9F.html,12/18
[新聞] 群創遍地韭菜！外資連6砍再倒貨3.65萬張,63,qazxc1156892,https://www.ptt.cc/bbs/Stock/M.1765980519.A.77A.html,12/17
[情報] 1217 違約交割,9,leafff,https://www.ptt.cc/bbs/Stock/M.1765980867.A.7FD.html,12/17
Re: [情報] 2887 台新新光金 11月自結 0.22 累計 1.7,19,inmee,https://www.ptt.cc/bbs/Stock/M.1765981703.A.9C1.html,12/17
[新聞] 美教授︰中破紀錄順差 曝2警訊,61,a40494,https://www.ptt.cc/bbs/Stock/M.1765982199.A.8AC.html,12/17
[情報] 114年12月17日信用交易統計,38,OpenBook5566,https://www.ptt.cc/bbs/Stock/M.1765983994.A.88B.html,12/17
[新聞] 美股早盤／三大指數漲跌互見 甲骨文再成A,44,qazxc1156892,https://www.ptt.cc/bbs/Stock/M.1765986691.A.8F2.html,12/17
[新聞] 台積電跌破季線…盤後鉅額交易卻直奔漲停,73,IzumiKonata,https://www.ptt.cc/bbs/Stock/M.1765988164.A.177.html,12/18
[新聞] 中國「曼哈頓計畫」成功打造EUV原型機 大,99,ttucse,https://www.ptt.cc/bbs/Stock/M.1766003996.A.CF3.html,12/18
[新聞] 美光科技Q1業績驚豔！每股盈餘4.78美元,56,AnneofGreen,https://www.ptt.cc/bbs/Stock/M.1766007315.A.475.html,12/18
Re: [標的] 3260 威剛 多,12,Worldpeaceme,https://www.ptt.cc/bbs/Stock/M.1766010451.A.47E.html,12/18
[閒聊] 2025/12/18 盤中閒聊,99,BlueBird5566,https://www.ptt.cc/bbs/Stock/M.1766010937.A.D68.html,12/18
Re: [標的] 台指期 多,56,starahsu,https://www.ptt.cc/bbs/Stock/M.1766013013.A.256.html,12/18
[新聞] 富野「除舊布新」 衝刺國旅,25,brbear,https://www.ptt.cc/bbs/Stock/M.1766017385.A.6BF.html,12/18
[新聞] 救民調…川普今發表全國演說,爆,AnneofGreen,https://www.ptt.cc/bbs/Stock/M.1766018170.A.696.html,12/18
[新聞] 美光財報／記憶體缺貨估持續至2026年後,43,Kai877,https://www.ptt.cc/bbs/Stock/M.1766019534.A.C81.html,12/18
Re: [標的] 納指多,7,junior020486,https://www.ptt.cc/bbs/Stock/M.1766020860.A.D83.html,12/18
[情報] 川普：全民炒股,99,rz2x,https://www.ptt.cc/bbs/Stock/M.1766024219.A.DF0.html,12/18
[心得] 2025處男賠錢賠155萬之老天爺不給我賺,99,aabbcc520,https://www.ptt.cc/bbs/Stock/M.1766024824.A.8B6.html,12/18
[情報] 南亞科 因處置 富時相關指數納入刪除成分股延期,25,q8977452,https://www.ptt.cc/bbs/Stock/M.1765962480.A.FDD.html,12/17
[新聞] 廣達營收亮眼、外資也按讚 股價卻直直落,32,nisi0773,https://www.ptt.cc/bbs/Stock/M.1765962784.A.DFD.html,12/17
[情報] 6510 精測 達注意標準 11月自結 2.97,0,q1a1,https://www.ptt.cc/bbs/Stock/M.1765963031.A.008.html,12/17
[新聞] 歐盟定了！ 撤回2035年燃油車禁令,62,DrowningPool,https://www.ptt.cc/bbs/Stock/M.1765963486.A.687.html,12/17
[情報] 2440 太空梭 達注意標準 11月自結 0.03,9,q1a1,https://www.ptt.cc/bbs/Stock/M.1765963629.A.587.html,12/17
Re: [標的] 工信 新手爸爸想賺尿布錢多,50,game7463,https://www.ptt.cc/bbs/Stock/M.1765963837.A.94D.html,12/17
[情報] 2323 中環 買高鐵，賣順達(賺)、威剛(賠),10,q1a1,https://www.ptt.cc/bbs/Stock/M.1765964092.A.F8D.html,12/17
[新聞] 男股票當沖虧70萬衝券商理論 券商指全自行,爆,DrowningPool,https://www.ptt.cc/bbs/Stock/M.1765964218.A.61A.html,12/17
[標的] 6967汎瑋材料 獲利大爆發.題材黑馬 多,44,doney,https://www.ptt.cc/bbs/Stock/M.1765965065.A.062.html,12/17
Fw: [請益] 股債搭配還有效嗎？,25,sqen1024,https://www.ptt.cc/bbs/Stock/M.1765965175.A.A0F.html,12/17
[請益] 美股正二教操作請益,29,doubi,https://www.ptt.cc/bbs/Stock/M.1765968079.A.D45.html,12/17
[新聞] 快訊／和泰汽車有大事　明天暫停交易,爆,qazxc1156892,https://www.ptt.cc/bbs/Stock/M.1765968275.A.AC8.html,12/17
[新聞] 川普又有大動作！無預警預告「神祕演說」,90,STAV72,https://www.ptt.cc/bbs/Stock/M.1765973166.A.063.html,12/17
[新聞] TikTok教學害慘韓系車廠！現代、起亞同意,7,doozia,https://www.ptt.cc/bbs/Stock/M.1765976390.A.8B3.html,12/17
[新聞] 台灣潛艦國造洩密案成南韓「外交負擔」,9,q8977452,https://www.ptt.cc/bbs/Stock/M.1765976876.A.081.html,12/17
Re: [新聞] 男股票當沖虧70萬衝券商理論 券商指,3,tpta45855,https://www.ptt.cc/bbs/Stock/M.1765977046.A.FB3.html,12/17
[新聞] 中芯國際與台積電差在哪？獲利秘辛曝,27,Su22,https://www.ptt.cc/bbs/Stock/M.1765977354.A.0E6.html,12/17
[新聞]美光財報今夜揭曉　市場聚焦財測是否優於,49,ilqgray,https://www.ptt.cc/bbs/Stock/M.1765977425.A.9F6.html,12/17
[情報] 1217 上市櫃外資投信買超金額排行,1,steveisaman,https://www.ptt.cc/bbs/Stock/M.1765977442.A.8D7.html,12/17
[情報] 1217 上市櫃股票週轉率排行,0,steveisaman,https://www.ptt.cc/bbs/Stock/M.1765977925.A.9A2.html,12/17
[標的] 6190萬泰科 年底作帳多,7,uzgo,https://www.ptt.cc/bbs/Stock/M.1765941228.A.3C4.html,12/17
[新聞] Amazon洽詢向OpenAI投資100億美元,57,H2,https://www.ptt.cc/bbs/Stock/M.1765941604.A.5CF.html,12/17
[新聞] 投資人注意！12月壽險獲利恐雪崩下滑,11,ChanHoPark,https://www.ptt.cc/bbs/Stock/M.1765942136.A.488.html,12/17
Re: [標的] TSLT 特斯拉 兩倍槓桿直上讓你資產暴走,61,TomChu,https://www.ptt.cc/bbs/Stock/M.1765942472.A.8E1.html,12/17
[新聞] 《產業》打房愈打愈高 靜待明日央行理監,79,DDDDRR,https://www.ptt.cc/bbs/Stock/M.1765943569.A.206.html,12/17
[新聞] 00919「填息了」僅花費2天！第11次除息過,62,adamk2,https://www.ptt.cc/bbs/Stock/M.1765945261.A.477.html,12/17
